timestamp	area	operation	method	endpoint	product_id	variant_id	field_name	status_code	outcome	details
2026-05-18 10:24:08	auth	fetch_access_token	POST	https://oz-nails-wa.myshopify.com/admin/oauth/access_token				200	OK	store=oz-nails-wa.myshopify.com
2026-05-18 10:24:09	connection	test_connection	GET	https://oz-nails-wa.myshopify.com/admin/api/2024-10/shop.json				200	OK	OZ Nails WA
2026-05-18 10:25:02	image-delete	delete_product_image	DELETE	https://oz-nails-wa.myshopify.com/admin/api/2024-10/products/9365224259819/images/49828264870123.json	9365224259819		images	200	OK	image_id=49828264870123
2026-05-18 10:25:04	image-delete	delete_product_image	DELETE	https://oz-nails-wa.myshopify.com/admin/api/2024-10/products/9364761575659/images/49828265558251.json	9364761575659		images	200	OK	image_id=49828265558251
2026-05-18 10:25:06	image-delete	delete_product_image	DELETE	https://oz-nails-wa.myshopify.com/admin/api/2024-10/products/9364761608427/images/49828266148075.json	9364761608427		images	200	OK	image_id=49828266148075
2026-05-18 10:25:08	image-delete	delete_product_image	DELETE	https://oz-nails-wa.myshopify.com/admin/api/2024-10/products/9364761641195/images/49828266213611.json	9364761641195		images	200	OK	image_id=49828266213611
2026-05-18 10:25:10	image-delete	delete_product_image	DELETE	https://oz-nails-wa.myshopify.com/admin/api/2024-10/products/9364761673963/images/49828266311915.json	9364761673963		images	200	OK	image_id=49828266311915
2026-05-18 10:25:11	image-delete	delete_product_image	DELETE	https://oz-nails-wa.myshopify.com/admin/api/2024-10/products/9364761805035/images/49828266410219.json	9364761805035		images	200	OK	image_id=49828266410219
2026-05-18 10:25:13	image-delete	delete_product_image	DELETE	https://oz-nails-wa.myshopify.com/admin/api/2024-10/products/9364761870571/images/49828266508523.json	9364761870571		images	200	OK	image_id=49828266508523
2026-05-18 10:25:15	image-delete	delete_product_image	DELETE	https://oz-nails-wa.myshopify.com/admin/api/2024-10/products/9364761903339/images/49828266606827.json	9364761903339		images	200	OK	image_id=49828266606827
2026-05-18 10:25:18	image-delete	delete_product_image	DELETE	https://oz-nails-wa.myshopify.com/admin/api/2024-10/products/9364761968875/images/49828267426027.json	9364761968875		images	200	OK	image_id=49828267426027
